airline,airline ID,source airport,source airport id,destination airport,destination airport id,codeshare,stops,equipment
SJ,4454,PLW,3249,BPN,3919,,0,735
SJ,4454,PLW,3249,UPG,3240,,0,735
SJ,4454,PNK,3284,CGK,3275,,0,733 734
SJ,4454,SOC,3929,CGK,3275,,0,733 735
SJ,4454,SOQ,3261,MKW,3260,,0,735
SJ,4454,SOQ,3261,UPG,3240,,0,735
SJ,4454,SRG,3901,CGK,3275,,0,735
SJ,4454,SRG,3901,SUB,3928,,0,735
SJ,4454,SUB,3928,BPN,3919,,0,735 733
SJ,4454,SUB,3928,CGK,3275,,0,734 735 733
SJ,4454,SUB,3928,JOG,3898,,0,735
SJ,4454,SUB,3928,KOE,3916,,0,734
SJ,4454,SUB,3928,MDC,3250,,0,735
SJ,4454,SUB,3928,SRG,3901,,0,735
SJ,4454,SUB,3928,UPG,3240,,0,735 733
SJ,4454,TIM,3243,DJJ,3244,,0,738
SJ,4454,TIM,3243,UPG,3240,,0,738
SJ,4454,TJQ,3904,CGK,3275,,0,733 735
SJ,4454,TKG,6223,CGK,3275,,0,735 734
SJ,4454,TNJ,3906,CGK,3275,,0,733
SJ,4454,TRK,3920,BPN,3919,,0,733 738
SJ,4454,TTE,3253,CGK,3275,,0,735
SJ,4454,TTE,3253,MDC,3250,,0,735
SJ,4454,TTE,3253,UPG,3240,,0,735
SJ,4454,UPG,3240,AMQ,3256,,0,738
SJ,4454,UPG,3240,BIK,3241,,0,738
SJ,4454,UPG,3240,BPN,3919,,0,735
SJ,4454,UPG,3240,CGK,3275,,0,733 738 735
SJ,4454,UPG,3240,DJJ,3244,,0,738
SJ,4454,UPG,3240,GTO,3247,,0,733
SJ,4454,UPG,3240,KDI,3890,,0,735
SJ,4454,UPG,3240,LUW,3254,,0,735
SJ,4454,UPG,3240,MKW,3260,,0,733
SJ,4454,UPG,3240,PLW,3249,,0,735
SJ,4454,UPG,3240,SOQ,3261,,0,735
SJ,4454,UPG,3240,SUB,3928,,0,735 733
SJ,4454,UPG,3240,TIM,3243,,0,738
SJ,4454,UPG,3240,TTE,3253,,0,735
SQ,4435,BDO,3896,SIN,3316,Y,0,319
SQ,4435,BPN,3919,SIN,3316,Y,0,319 320
SQ,4435,CGK,3275,SIN,3316,,0,772 773
SQ,4435,DPS,3940,SIN,3316,,0,772 738
SQ,4435,JOG,3898,SIN,3316,Y,0,320
SQ,4435,MDC,3250,SIN,3316,Y,0,320
SQ,4435,PKU,3273,SIN,3316,Y,0,319
SQ,4435,PLM,3289,SIN,3316,Y,0,319
SQ,4435,SOC,3929,SIN,3316,Y,0,320 319
SQ,4435,SRG,3901,SIN,3316,Y,0,319
SQ,4435,SUB,3928,SIN,3316,,0,333
SQ,4435,UPG,3240,SIN,3316,Y,0,319 320
SV,4533,CGK,3275,JED,2072,,0,773
SV,4533,CGK,3275,MED,2074,,0,74E 772 773
SV,4533,CGK,3275,RUH,2082,,0,773
TG,4940,CGK,3275,BKK,3885,,0,330
TG,4940,DPS,3940,BKK,3885,,0,777
TK,4951,CGK,3275,SIN,3316,,0,330
TN,225,MOF,3913,KOE,3916,,0,F50
TR,4936,BDO,3896,SIN,3316,,0,320
TR,4936,CGK,3275,SIN,3316,,0,320
TR,4936,DPS,3940,SIN,3316,,0,320
TR,4936,JOG,3898,SIN,3316,,0,320
TR,4936,SUB,3928,SIN,3316,,0,320
UL,4349,CGK,3275,CMB,3024,Y,0,321
US,5265,LSE,4044,ORD,3830,Y,0,ER4 ERD
VA,5360,DPS,3940,ADL,3341,,0,73H
VA,5360,DPS,3940,BNE,3320,,0,73H
VA,5360,DPS,3940,MEL,3339,,0,73H
VA,5360,DPS,3940,PER,3351,Y,0,73H
VA,5360,DPS,3940,PHE,3349,,0,100
VA,5360,DPS,3940,SYD,3361,Y,0,73H
VF,5297,CGK,3275,SIN,3316,,0,320
VF,5297,DPS,3940,SIN,3316,,0,320
VF,5297,SUB,3928,SIN,3316,,0,320
VN,5309,CGK,3275,SGN,3205,,0,321
W2,18553,MLN,1058,AGP,1230,,0,AT4
XY,3754,CGK,3275,JED,2072,,0,330
